id,region,municipio,age_group,gender,income
2490,Norte,6,18-29,F,17681.44
2491,Norte,8,30-49,M,24742.22
2492,Norte,2,50+,F,28735.43
2493,Sur,13,30-49,F,19988.26
2494,Norte,2,30-49,M,25759.06
2495,Sur,13,30-49,F,19686.6
2496,Sur,13,18-29,M,11373.91
2497,Sur,15,18-29,F,12605.68
2498,Sur,17,30-49,F,22312.14
2499,Sur,9,50+,M,24657.55
2500,Sur,10,30-49,M,21076.18
2501,Sur,16,30-49,F,21226.97
2502,Sur,16,30-49,M,19895.0
2503,Sur,19,50+,M,20083.5
2504,Sur,19,30-49,F,27923.29
2505,Norte,4,18-29,F,20749.41
2506,Norte,4,30-49,F,39904.16
2507,Sur,11,30-49,M,26901.48
2508,Sur,9,18-29,F,15499.99
2509,Sur,10,18-29,F,11612.84
2510,Sur,11,18-29,F,11380.24
2511,Norte,3,30-49,M,28707.46
2512,Sur,9,30-49,F,27752.07
2513,Sur,12,50+,F,18471.02
2514,Sur,13,18-29,F,14060.98
2515,Sur,10,30-49,M,18722.05
2516,Sur,16,30-49,M,25924.61
2517,Norte,7,18-29,F,21770.27
2518,Sur,15,30-49,M,22478.73
2519,Sur,17,18-29,M,8490.85
2520,Sur,20,30-49,F,21080.01
2521,Sur,16,18-29,F,12553.58
2522,Norte,2,50+,F,27546.85
2523,Norte,8,50+,F,30503.14
2524,Norte,7,18-29,F,14713.38
2525,Sur,18,50+,F,27356.38
2526,Norte,1,18-29,F,12217.77
2527,Norte,2,18-29,F,28476.2
2528,Sur,20,30-49,F,16460.19
2529,Norte,3,18-29,M,23422.12
2530,Sur,20,18-29,F,18360.77
2531,Sur,17,30-49,M,17325.08
2532,Sur,18,50+,M,15289.32
2533,Norte,3,18-29,M,24311.6
2534,Norte,7,18-29,F,21064.13
2535,Sur,13,50+,F,24760.15
2536,Sur,12,50+,M,17490.33
2537,Sur,14,18-29,M,15661.98
2538,Norte,8,30-49,F,33113.73
2539,Sur,13,30-49,F,23018.3
2540,Sur,17,50+,M,21560.65
2541,Sur,17,30-49,M,22321.25
2542,Sur,16,18-29,M,11263.68
2543,Sur,19,30-49,F,28369.77
2544,Sur,10,30-49,M,29205.45
2545,Norte,6,30-49,F,30931.83
2546,Sur,13,18-29,F,11758.0
2547,Norte,8,50+,M,23189.79
2548,Sur,14,50+,M,25641.99
2549,Sur,11,18-29,F,13683.28
2550,Norte,2,18-29,M,15306.59
2551,Norte,5,18-29,M,14160.0
2552,Norte,5,30-49,F,31662.13
2553,Sur,17,30-49,M,26616.77
2554,Sur,17,18-29,M,14635.82
2555,Norte,4,50+,M,27053.87
2556,Sur,10,30-49,F,21689.96
2557,Sur,10,18-29,F,14536.01
2558,Norte,2,30-49,M,26723.11
2559,Norte,6,50+,F,27527.96
2560,Sur,11,50+,F,15429.61
2561,Sur,13,30-49,F,15838.6
2562,Sur,20,30-49,M,20262.24
2563,Norte,2,50+,F,21100.37
2564,Norte,6,18-29,M,17195.65
2565,Sur,15,18-29,F,18326.17
2566,Norte,4,30-49,F,27591.9
2567,Norte,3,18-29,M,18117.17
2568,Norte,1,50+,M,24557.72
2569,Sur,12,50+,M,22626.17
2570,Sur,15,50+,M,19107.02
2571,Sur,11,50+,F,16823.13
2572,Sur,16,50+,M,18705.41
2573,Norte,3,30-49,M,30690.17
2574,Sur,12,18-29,M,15704.94
2575,Norte,2,50+,F,21976.0
2576,Sur,19,18-29,F,9794.46
2577,Sur,17,50+,F,15602.31
2578,Sur,11,18-29,M,13297.78
2579,Norte,6,30-49,F,24993.73
2580,Sur,13,50+,F,20731.39
2581,Norte,1,18-29,F,17031.97
2582,Sur,20,30-49,F,21533.63
2583,Sur,18,50+,M,21860.87
2584,Sur,17,30-49,M,23876.38
2585,Sur,15,30-49,M,26152.6
2586,Sur,20,30-49,F,30495.95
2587,Norte,1,18-29,M,17721.94
2588,Sur,16,30-49,M,15375.85
2589,Norte,2,50+,F,28844.61
2590,Sur,16,50+,M,10483.91
2591,Sur,11,18-29,F,23787.07
2592,Sur,11,30-49,M,26895.95
2593,Sur,18,50+,M,24091.79
2594,Sur,10,30-49,F,21878.09
2595,Norte,1,18-29,M,16851.48
2596,Sur,19,30-49,F,24718.72
2597,Norte,3,30-49,M,26209.63
2598,Sur,18,30-49,F,24622.73
2599,Norte,6,30-49,M,29667.78
2600,Norte,6,18-29,M,15925.51
2601,Sur,12,30-49,M,26983.83
2602,Norte,4,30-49,M,25386.95
2603,Sur,13,50+,M,19969.89
2604,Norte,2,18-29,F,20014.39
2605,Norte,8,30-49,F,24631.88
2606,Sur,15,30-49,F,19664.52
2607,Norte,6,18-29,F,19878.29
2608,Norte,5,50+,F,23897.74
2609,Sur,18,30-49,F,21351.34
2610,Norte,2,30-49,F,25270.67
2611,Sur,18,18-29,M,9425.26
2612,Norte,3,50+,F,26436.09
2613,Norte,6,50+,F,28838.42
2614,Sur,14,18-29,F,18911.18
2615,Norte,8,50+,F,25798.75
2616,Norte,8,50+,M,21073.55
2617,Norte,6,30-49,M,28004.64
2618,Norte,3,18-29,M,15159.51
2619,Sur,17,50+,M,25146.96
2620,Norte,8,50+,F,23978.25
2621,Sur,16,30-49,F,24735.28
2622,Sur,14,50+,M,16902.62
2623,Sur,9,30-49,F,16399.39
2624,Sur,9,30-49,M,20654.12
2625,Norte,5,50+,M,21327.23
2626,Sur,16,18-29,M,15552.13
2627,Norte,8,30-49,F,30533.02
2628,Sur,13,30-49,M,28278.14
2629,Sur,15,30-49,M,20970.62
2630,Norte,2,50+,M,22439.79
2631,Sur,19,30-49,M,27764.89
2632,Sur,15,18-29,M,14737.38
2633,Norte,7,30-49,M,28115.08
2634,Norte,5,18-29,M,19739.81
2635,Sur,20,50+,M,18908.91
2636,Sur,18,30-49,M,26821.29
2637,Sur,11,30-49,M,26844.53
2638,Sur,9,18-29,M,14503.88
2639,Sur,20,18-29,F,16629.23
2640,Sur,20,18-29,F,14199.04
2641,Norte,1,30-49,F,23373.33
2642,Norte,2,50+,M,27096.69
2643,Sur,15,18-29,F,24298.6
2644,Sur,16,18-29,F,16091.23
2645,Norte,2,18-29,M,24870.37
2646,Norte,2,30-49,M,29049.97
2647,Sur,12,18-29,M,11074.92
2648,Sur,11,18-29,M,13727.98
2649,Sur,13,30-49,F,27232.23
2650,Sur,9,30-49,M,25337.0
2651,Norte,6,50+,F,29410.68
2652,Norte,4,18-29,M,19221.61
2653,Norte,1,50+,M,23441.25
2654,Norte,4,50+,F,26782.9
2655,Sur,16,30-49,F,21957.29
2656,Sur,13,18-29,F,11945.47
2657,Sur,20,18-29,M,14971.66
2658,Sur,18,50+,F,19196.99
2659,Norte,4,18-29,F,16384.78
2660,Sur,15,30-49,F,19624.13
2661,Sur,12,30-49,M,18958.55
2662,Sur,13,30-49,F,21378.76
2663,Norte,8,50+,M,26705.21
2664,Sur,10,18-29,F,12109.18
2665,Sur,15,18-29,M,16732.33
2666,Norte,5,50+,M,28749.78
2667,Norte,1,30-49,F,26124.98
2668,Sur,15,50+,M,16244.38
2669,Sur,12,30-49,F,21314.02
2670,Norte,5,50+,F,25745.3
2671,Sur,16,30-49,F,26936.84
2672,Norte,3,30-49,F,22405.53
2673,Sur,19,30-49,M,25770.42
2674,Norte,7,18-29,M,24001.89
2675,Sur,14,18-29,M,16742.76
2676,Norte,6,30-49,F,31111.11
2677,Norte,3,50+,M,29166.17
2678,Norte,5,30-49,M,28209.77
2679,Norte,4,18-29,M,15530.51
2680,Sur,19,50+,M,21565.65
2681,Norte,2,30-49,M,28285.74
2682,Sur,11,30-49,F,18604.88
2683,Norte,3,50+,M,21138.54
2684,Norte,4,30-49,F,33113.29
2685,Norte,7,50+,M,26362.3
2686,Norte,3,50+,M,19314.64
2687,Norte,7,18-29,M,20443.62
2688,Sur,11,18-29,M,20440.52
2689,Sur,12,30-49,F,27982.83
2690,Sur,19,50+,F,19367.02
2691,Sur,13,30-49,F,21818.65
2692,Sur,10,50+,F,13630.55
2693,Norte,5,30-49,F,32277.28
2694,Sur,19,50+,F,23202.13
2695,Sur,18,30-49,F,27817.39
2696,Sur,14,50+,M,19199.5
2697,Sur,17,18-29,F,14639.26
2698,Norte,2,30-49,F,26923.2
2699,Sur,12,50+,F,15921.67
2700,Sur,18,50+,M,16286.3
2701,Sur,13,50+,F,25424.63
2702,Sur,12,30-49,M,24190.64
2703,Norte,5,30-49,F,37786.18
2704,Norte,5,18-29,F,14045.05
2705,Sur,9,30-49,F,26309.79
2706,Sur,19,50+,M,18465.65
2707,Norte,8,50+,F,24791.59
2708,Norte,1,50+,F,31690.51
2709,Norte,3,18-29,F,23982.58
2710,Norte,6,30-49,M,23979.1
2711,Sur,18,18-29,F,13492.98
2712,Sur,11,30-49,F,26398.89
2713,Norte,1,18-29,M,21637.29
2714,Norte,4,18-29,M,19889.54
2715,Norte,1,50+,M,27608.94
2716,Norte,5,18-29,F,13881.79
2717,Sur,15,18-29,M,16769.74
2718,Sur,13,50+,M,17953.09
2719,Sur,9,18-29,F,14375.6
2720,Norte,1,30-49,F,30978.45
2721,Sur,20,18-29,M,15170.73
2722,Sur,14,30-49,F,20947.25
2723,Sur,11,18-29,M,11964.54
2724,Sur,13,50+,M,22296.91
2725,Norte,3,30-49,F,27687.24
2726,Norte,7,18-29,F,17822.97
2727,Norte,5,18-29,M,23911.61
2728,Norte,5,50+,M,27188.91
2729,Norte,1,30-49,M,31482.64
2730,Sur,9,50+,F,19336.1
2731,Sur,18,50+,F,18315.03
2732,Sur,9,18-29,F,19072.06
2733,Norte,2,30-49,F,29570.01
2734,Sur,12,30-49,F,22367.5
2735,Sur,14,30-49,M,23859.19
2736,Sur,11,18-29,F,16432.82
2737,Sur,11,50+,M,21438.52
2738,Sur,12,30-49,F,19821.88
2739,Sur,20,50+,M,19859.42
2740,Norte,6,18-29,F,9345.43
2741,Norte,1,30-49,M,34729.53
2742,Norte,5,50+,F,27266.82
2743,Norte,8,30-49,M,25533.89
2744,Norte,7,30-49,M,32447.98
2745,Sur,14,50+,F,10105.29
2746,Sur,11,30-49,M,21112.5
2747,Sur,12,50+,F,24350.15
2748,Norte,5,30-49,M,24483.18
2749,Sur,19,18-29,M,23526.78
2750,Sur,13,30-49,M,24675.15
2751,Norte,2,30-49,M,23668.72
2752,Sur,11,50+,F,20065.22
2753,Norte,2,18-29,M,17449.11
2754,Norte,8,18-29,M,27811.19
2755,Sur,16,50+,M,25788.19
2756,Norte,5,18-29,M,20990.19
2757,Sur,9,18-29,F,12295.11
2758,Sur,12,50+,F,16985.85
2759,Sur,10,30-49,F,23808.07
2760,Norte,1,18-29,F,27667.06
2761,Norte,3,18-29,F,19615.81
2762,Norte,4,50+,F,28520.49
2763,Sur,15,18-29,F,11891.06
2764,Sur,14,50+,M,15619.86
2765,Norte,4,18-29,M,22837.06
2766,Sur,9,30-49,F,31148.58
2767,Sur,17,30-49,M,19291.65
2768,Norte,3,18-29,F,17077.78
2769,Sur,11,50+,F,21315.31
2770,Sur,14,50+,M,15374.68
2771,Norte,5,50+,M,33250.94
2772,Norte,6,30-49,M,26046.92
2773,Sur,14,18-29,F,9846.44
2774,Sur,19,18-29,F,12635.1
2775,Sur,12,30-49,M,21351.87
2776,Sur,13,50+,F,11704.6
2777,Norte,5,30-49,M,23106.09
2778,Norte,5,50+,M,26430.45
2779,Sur,19,30-49,M,23720.01
2780,Norte,6,30-49,F,26808.51
2781,Norte,3,50+,F,27644.68
2782,Sur,19,30-49,M,22401.94
2783,Sur,17,50+,M,22161.98
2784,Sur,15,50+,F,17821.32
2785,Sur,12,18-29,M,10611.04
2786,Norte,3,30-49,F,28527.64
2787,Sur,20,30-49,F,18958.46
2788,Norte,2,30-49,M,25264.14
2789,Sur,15,18-29,F,12187.72
2790,Sur,19,30-49,M,19366.1
2791,Sur,13,30-49,M,27468.94
2792,Sur,10,30-49,F,26427.58
2793,Sur,14,50+,F,13276.89
2794,Norte,3,30-49,M,26496.31
2795,Sur,15,30-49,M,25039.34
2796,Sur,18,18-29,M,11482.39
2797,Norte,5,50+,F,25203.38
2798,Sur,15,18-29,M,19340.37
2799,Sur,12,18-29,F,17822.29
2800,Norte,6,30-49,M,27993.13
2801,Sur,20,50+,M,24972.79
2802,Sur,9,18-29,M,14860.14
2803,Sur,9,50+,M,27949.11
2804,Sur,15,50+,M,22718.61
2805,Sur,19,18-29,F,14779.54
2806,Sur,17,50+,M,20724.06
2807,Sur,14,18-29,M,20804.32
2808,Norte,8,18-29,M,22925.57
2809,Sur,11,18-29,F,12402.73
2810,Sur,17,18-29,M,12560.9
2811,Norte,1,50+,F,31814.64
2812,Sur,20,30-49,M,21066.95
2813,Sur,9,18-29,M,18160.95
2814,Norte,2,18-29,F,13599.97
2815,Sur,13,30-49,M,17800.03
2816,Sur,11,30-49,F,20494.6
2817,Sur,17,30-49,M,22098.7
2818,Norte,7,30-49,F,27314.26
2819,Norte,4,30-49,M,29997.26
2820,Norte,5,18-29,M,17422.27
2821,Sur,17,18-29,M,10937.62
2822,Norte,4,18-29,F,16989.91
2823,Sur,12,18-29,F,16860.31
2824,Norte,7,30-49,M,26081.76
2825,Norte,5,50+,F,29173.21
2826,Sur,9,30-49,F,33849.52
2827,Sur,19,50+,M,21148.97
2828,Norte,1,30-49,F,23226.33
2829,Sur,14,50+,F,23787.55
2830,Norte,2,18-29,M,21541.88
2831,Sur,19,30-49,M,20354.15
2832,Sur,13,18-29,F,14633.03
2833,Norte,2,30-49,M,31924.51
2834,Norte,2,18-29,M,20394.11
2835,Norte,1,30-49,F,23835.09
2836,Sur,16,30-49,M,20573.13
2837,Sur,12,50+,F,23940.21
2838,Norte,2,18-29,F,18863.87
2839,Sur,13,50+,M,25356.9
2840,Norte,6,18-29,F,24870.71
2841,Norte,6,30-49,M,27932.87
2842,Sur,12,18-29,M,10602.18
2843,Sur,10,50+,F,15820.68
2844,Sur,20,30-49,M,24842.29
2845,Sur,10,18-29,F,22068.6
2846,Norte,8,18-29,F,12065.21
2847,Sur,9,30-49,M,27418.46
2848,Norte,5,30-49,F,24850.06
2849,Sur,14,50+,F,22269.81
2850,Norte,4,30-49,M,25379.21
2851,Sur,18,50+,M,22405.64
2852,Norte,8,18-29,M,15716.9
2853,Norte,2,30-49,M,33390.14
2854,Sur,11,30-49,F,25683.59
2855,Norte,3,50+,F,31376.82
2856,Sur,11,18-29,M,11971.22
2857,Norte,3,30-49,F,27083.19
2858,Norte,3,18-29,M,20696.66
2859,Norte,7,18-29,M,20856.92
2860,Norte,8,50+,M,31669.2
2861,Sur,19,18-29,M,16481.23
2862,Norte,5,18-29,M,19005.94
2863,Sur,10,50+,F,27184.72
2864,Sur,13,18-29,M,12510.79
2865,Sur,15,50+,F,15012.9
2866,Sur,16,18-29,M,15986.43
2867,Sur,18,30-49,F,18711.93
2868,Sur,11,18-29,M,9374.08
2869,Norte,6,18-29,M,18230.04
2870,Norte,6,30-49,F,31971.54
2871,Sur,17,30-49,F,21737.47
2872,Sur,12,50+,F,23608.23
2873,Sur,14,30-49,F,32155.64
2874,Sur,12,18-29,M,15434.93
2875,Sur,13,30-49,F,21338.96
2876,Sur,11,50+,F,21669.0
2877,Sur,12,50+,M,26662.42
2878,Norte,3,30-49,F,28296.92
2879,Sur,12,50+,M,16645.8
2880,Norte,6,30-49,M,25368.66
2881,Norte,2,18-29,M,23808.65
2882,Sur,20,30-49,M,18940.62
2883,Norte,2,50+,F,26497.48
2884,Norte,1,18-29,F,18802.07
2885,Norte,8,50+,F,26781.95
2886,Sur,11,50+,F,25636.18
2887,Sur,12,30-49,M,25752.97
2888,Sur,12,18-29,M,10825.52
2889,Sur,12,50+,F,19977.89
2890,Sur,16,30-49,F,24286.09
2891,Norte,6,50+,M,27482.44
2892,Sur,12,30-49,F,24837.18
2893,Sur,11,50+,F,21733.34
2894,Sur,20,18-29,M,16174.97
2895,Norte,6,30-49,F,28963.37
2896,Sur,10,50+,F,20413.88
2897,Sur,18,18-29,F,16774.63
2898,Norte,7,18-29,F,21132.36
2899,Sur,20,50+,M,17706.97
2900,Norte,1,18-29,M,24302.16
2901,Norte,5,18-29,M,21886.88
2902,Sur,13,50+,F,23699.58
2903,Norte,6,50+,F,21787.08
2904,Sur,15,50+,F,29439.04
2905,Sur,9,30-49,M,21862.25
2906,Norte,2,18-29,M,18986.79
2907,Sur,11,18-29,F,11292.88
2908,Norte,6,30-49,M,29284.73
2909,Norte,4,30-49,F,20596.61
2910,Norte,2,18-29,M,19585.33
2911,Norte,3,18-29,F,15766.96
2912,Norte,2,50+,F,29525.37
2913,Sur,14,30-49,M,26438.99
2914,Sur,9,30-49,M,23323.32
2915,Norte,8,50+,M,29001.26
2916,Sur,9,30-49,F,21558.82
2917,Sur,18,18-29,M,21015.85
2918,Sur,10,30-49,F,18275.56
2919,Sur,11,50+,M,18948.32
2920,Norte,4,18-29,M,18653.64
2921,Norte,5,50+,M,25886.05
2922,Sur,12,30-49,F,23294.35
2923,Sur,14,18-29,M,14689.28
2924,Norte,3,18-29,M,15468.4
2925,Norte,8,18-29,F,12451.56
2926,Sur,19,30-49,M,17871.08
2927,Sur,10,30-49,M,21046.89
2928,Sur,17,30-49,M,26958.59
2929,Sur,15,50+,M,24170.19
2930,Norte,8,50+,F,28457.03
2931,Sur,14,50+,M,16530.04
2932,Sur,13,30-49,F,21360.96
2933,Norte,4,50+,F,18378.96
2934,Sur,13,30-49,F,25279.28
2935,Sur,20,18-29,M,16826.39
2936,Norte,6,30-49,M,26265.07
2937,Sur,15,50+,M,21440.77
2938,Sur,12,18-29,F,14208.39
2939,Sur,9,30-49,M,27835.23
2940,Norte,6,18-29,F,11195.21
2941,Norte,5,50+,M,23243.6
2942,Sur,15,50+,M,19439.16
2943,Norte,1,30-49,M,30815.13
2944,Sur,15,30-49,M,25737.81
2945,Sur,19,18-29,F,17840.18
2946,Norte,2,30-49,F,37268.3
2947,Sur,10,30-49,M,23315.99
2948,Sur,15,30-49,M,27254.64
2949,Norte,2,50+,F,32422.47
2950,Sur,19,50+,F,23121.97
2951,Sur,10,30-49,F,23906.8
2952,Sur,11,30-49,F,31251.89
2953,Sur,15,50+,M,19012.89
2954,Sur,10,30-49,M,23674.05
2955,Sur,12,30-49,F,24816.81
2956,Sur,17,30-49,F,18855.89
2957,Sur,14,30-49,M,24271.6
2958,Sur,19,30-49,M,25104.97
2959,Norte,8,18-29,M,22516.6
2960,Sur,19,18-29,M,9271.69
2961,Norte,7,30-49,F,26932.83
2962,Norte,8,50+,M,21650.66
2963,Norte,1,18-29,M,26020.31
2964,Sur,20,30-49,M,15735.91
2965,Sur,17,30-49,F,20805.33
2966,Sur,15,30-49,F,20729.7
2967,Sur,19,50+,F,23293.61
2968,Sur,18,50+,F,18828.48
2969,Sur,10,50+,F,26230.26
2970,Sur,20,30-49,M,22681.68
2971,Norte,3,18-29,F,19396.93
2972,Norte,3,30-49,F,26076.67
2973,Sur,14,18-29,M,12598.51
2974,Sur,16,30-49,F,20272.54
2975,Norte,4,50+,F,27882.87
2976,Norte,5,50+,M,19791.94
2977,Sur,12,30-49,M,26142.67
2978,Norte,1,50+,F,30476.7
2979,Sur,16,18-29,F,14206.5
2980,Sur,9,30-49,M,27794.97
2981,Sur,16,30-49,M,21286.61
2982,Norte,5,18-29,F,19678.38
2983,Sur,17,30-49,F,19924.22
2984,Sur,20,50+,M,28865.07
2985,Sur,9,30-49,M,24318.41
2986,Sur,20,30-49,F,18740.85
2987,Norte,1,50+,M,31500.38
2988,Sur,9,18-29,M,23581.22
2989,Sur,18,50+,F,23399.82
2990,Sur,15,50+,M,21961.11
2991,Norte,2,18-29,M,22772.9
2992,Sur,12,50+,M,25728.6
2993,Sur,16,50+,M,25630.19
2994,Norte,8,18-29,F,19061.69
2995,Norte,2,30-49,F,24550.78
2996,Sur,15,18-29,F,20688.85
2997,Norte,4,30-49,M,20696.06
2998,Norte,4,30-49,F,23588.7
2999,Norte,6,30-49,F,24600.63
3000,Sur,18,50+,F,24453.03
3001,Sur,13,30-49,M,26133.05
3002,Sur,17,30-49,M,22542.37
3003,Norte,5,30-49,M,27278.53
3004,Sur,14,18-29,M,9379.8
3005,Sur,16,30-49,F,22448.68
3006,Sur,18,50+,F,17999.48
3007,Sur,12,30-49,F,20769.75
3008,Norte,2,50+,F,26325.38
3009,Sur,18,30-49,M,18154.54
3010,Norte,2,30-49,M,31564.16
3011,Sur,10,18-29,M,14699.97
3012,Norte,5,18-29,F,25064.64
3013,Norte,8,18-29,M,26276.25
3014,Norte,3,18-29,M,20756.87
3015,Sur,18,50+,M,18140.95
3016,Norte,5,50+,F,28245.95
3017,Sur,13,50+,F,18219.12
3018,Sur,10,30-49,F,31337.42
3019,Norte,5,30-49,M,28206.0
3020,Sur,10,18-29,M,11670.29
3021,Norte,4,18-29,F,24138.42
3022,Sur,15,18-29,M,5830.16
3023,Sur,9,50+,F,21865.4
3024,Norte,5,18-29,F,20366.07
3025,Norte,7,18-29,F,18145.83
3026,Norte,3,50+,M,27592.87
3027,Sur,11,50+,F,18253.84
3028,Sur,16,30-49,F,17670.2
3029,Sur,20,18-29,F,11117.07
3030,Sur,12,30-49,M,23275.04
3031,Norte,3,18-29,F,18581.95
3032,Sur,20,30-49,F,25085.89
3033,Sur,14,50+,M,19976.4
3034,Norte,2,18-29,M,17854.85
3035,Norte,1,18-29,M,17543.41
3036,Norte,2,30-49,M,25657.35
3037,Sur,16,50+,F,23481.4
3038,Sur,14,18-29,F,18205.52
3039,Norte,8,50+,F,28350.36
3040,Sur,15,18-29,F,18784.52
3041,Norte,5,18-29,F,14661.22
3042,Sur,14,30-49,F,23518.36
3043,Norte,3,18-29,M,14903.98
3044,Sur,13,18-29,M,11307.08
3045,Sur,15,50+,M,26763.21
3046,Sur,12,18-29,F,20731.48
3047,Sur,14,18-29,F,7240.94
3048,Norte,1,30-49,F,23983.54
3049,Norte,2,18-29,M,24367.33
3050,Norte,8,18-29,F,25133.55
3051,Norte,6,30-49,F,25214.87
3052,Sur,18,18-29,F,13793.79
3053,Norte,7,30-49,F,29196.03
3054,Norte,6,30-49,M,26285.87
3055,Sur,16,30-49,F,20989.45
3056,Sur,16,50+,M,18955.94
3057,Sur,9,50+,M,24826.88
3058,Norte,1,30-49,F,29722.75
3059,Norte,4,50+,M,21466.89
3060,Sur,10,18-29,M,14427.2
3061,Norte,3,18-29,F,24352.95
3062,Norte,7,50+,M,21833.58
3063,Sur,17,30-49,F,29160.11
3064,Sur,15,30-49,F,26600.28
3065,Sur,20,18-29,M,17120.31
3066,Norte,1,30-49,M,27105.0
3067,Norte,6,18-29,F,22101.57
3068,Sur,14,50+,M,18811.06
3069,Norte,7,30-49,F,30810.41
3070,Sur,13,50+,F,25189.05
3071,Sur,9,50+,M,32956.47
3072,Sur,13,50+,M,23686.53
3073,Norte,5,50+,M,33801.63
3074,Norte,3,50+,M,33679.05
3075,Sur,16,30-49,M,24431.37
3076,Sur,13,30-49,F,26217.88
3077,Sur,13,50+,M,17299.33
3078,Norte,1,18-29,M,21161.83
3079,Norte,6,30-49,F,29880.88
3080,Sur,17,50+,M,20627.85
3081,Sur,20,30-49,M,23165.5
3082,Sur,18,30-49,M,24661.58
3083,Norte,3,30-49,F,30055.1
3084,Sur,17,18-29,M,17610.75
3085,Sur,12,18-29,F,13345.85
3086,Sur,20,50+,M,17179.29
3087,Sur,11,50+,F,19946.58
3088,Norte,7,30-49,F,28251.31
3089,Sur,12,18-29,M,10817.45
3090,Norte,6,30-49,F,31527.78
3091,Sur,14,30-49,F,28028.44
3092,Sur,16,18-29,F,13018.49
3093,Norte,6,30-49,F,27908.7
3094,Sur,17,18-29,F,11435.94
3095,Norte,7,30-49,F,29264.74
3096,Sur,15,18-29,F,15662.94
3097,Sur,14,30-49,F,18169.11
3098,Norte,6,30-49,M,27402.58
3099,Norte,5,30-49,M,26762.61
3100,Sur,9,30-49,F,24811.22
3101,Norte,4,18-29,F,20093.82
3102,Sur,10,50+,F,24154.97
3103,Sur,14,18-29,M,13984.93
3104,Sur,10,30-49,F,25998.25
3105,Norte,7,18-29,F,18905.89
3106,Sur,13,30-49,F,24066.93
3107,Sur,15,30-49,M,18781.56
3108,Norte,6,30-49,M,30235.59
3109,Sur,12,18-29,F,8169.22
3110,Sur,13,50+,M,23737.52
3111,Sur,14,30-49,F,22670.66
3112,Norte,8,30-49,M,27673.32
3113,Sur,18,30-49,F,24307.84
3114,Norte,3,30-49,F,24775.95
3115,Norte,7,18-29,F,20482.48
3116,Sur,12,30-49,F,23347.62
3117,Sur,14,30-49,M,26771.5
3118,Norte,5,30-49,F,18581.33
3119,Norte,1,18-29,F,15411.98
3120,Norte,1,18-29,F,20950.46
3121,Norte,1,30-49,F,21510.62
3122,Norte,4,30-49,M,25461.09
3123,Norte,7,50+,F,26165.78
3124,Sur,19,18-29,F,21843.37
3125,Sur,20,30-49,F,20475.77
3126,Sur,14,18-29,F,9523.17
3127,Sur,12,18-29,M,16534.55
3128,Norte,6,18-29,M,16213.51
3129,Sur,18,18-29,F,18447.76
3130,Sur,16,18-29,F,14077.62
3131,Sur,15,50+,M,22467.17
3132,Sur,20,30-49,F,26603.7
3133,Sur,17,18-29,F,15071.53
3134,Sur,17,30-49,F,17874.22
3135,Norte,5,30-49,F,27495.17
3136,Sur,14,50+,M,20925.86
3137,Sur,14,18-29,M,16106.81
3138,Sur,17,50+,F,22968.8
3139,Sur,20,18-29,F,14248.69
3140,Norte,8,18-29,F,16489.55
3141,Norte,8,18-29,M,24516.0
3142,Sur,20,50+,F,9361.26
3143,Sur,14,30-49,M,21299.01
3144,Sur,11,30-49,M,22524.84
3145,Norte,4,18-29,M,13613.68
3146,Norte,2,30-49,F,20095.87
3147,Sur,18,18-29,F,11644.49
3148,Sur,12,18-29,F,9648.39
3149,Sur,13,50+,F,20327.73
3150,Sur,10,30-49,M,23563.38
3151,Sur,17,18-29,F,17049.9
3152,Norte,6,30-49,M,30548.33
3153,Sur,19,18-29,M,15822.31
3154,Sur,20,18-29,F,19033.89
3155,Sur,9,30-49,M,27030.63
3156,Sur,11,18-29,M,10057.95
3157,Sur,9,18-29,M,17926.85
3158,Norte,4,50+,M,19224.87
3159,Sur,17,30-49,F,24290.36
3160,Norte,3,30-49,F,28725.72
3161,Sur,12,30-49,F,24138.22
3162,Norte,7,30-49,F,30893.6
3163,Norte,8,18-29,F,13810.78
3164,Sur,18,50+,M,23580.74
3165,Norte,8,18-29,M,16487.83
3166,Sur,17,30-49,F,21656.52
3167,Sur,20,30-49,M,21857.17
3168,Norte,1,30-49,F,26022.27
3169,Sur,20,50+,M,18043.0
3170,Sur,15,30-49,F,23312.85
3171,Sur,13,30-49,M,21511.11
3172,Norte,1,18-29,F,16742.36
3173,Norte,5,30-49,M,23063.67
3174,Norte,5,18-29,M,21101.34
3175,Norte,2,30-49,M,33746.22
3176,Norte,7,30-49,F,34245.28
3177,Sur,13,18-29,M,13564.96
3178,Sur,17,30-49,M,15229.26
3179,Sur,9,30-49,F,23176.7
3180,Sur,15,18-29,M,14702.63
3181,Norte,3,30-49,F,26146.16
3182,Norte,5,18-29,F,23729.02
3183,Norte,6,50+,M,29919.57
3184,Norte,2,30-49,M,35105.26
3185,Sur,12,30-49,F,18159.33
3186,Sur,12,30-49,F,15360.28
3187,Norte,4,30-49,M,31195.62
3188,Norte,8,18-29,F,19506.81
3189,Sur,18,50+,F,18688.05
3190,Sur,10,18-29,F,12558.96
3191,Norte,3,30-49,M,24728.48
3192,Sur,11,18-29,F,11398.46
3193,Sur,20,50+,F,8438.79
3194,Norte,5,30-49,F,30814.7
3195,Norte,7,18-29,M,19011.49
3196,Sur,18,30-49,M,22982.92
3197,Sur,19,30-49,M,22272.68
